age,no_of_respondents
73,282000
73,290000
73,252000
67,328000
67,338000
104,385000
99,366000
104,325000
100,320000
104,332000
101,520000
102,366000
93,388000
102,323000
102,352000
93,360000
91,483000
93,526888
94,560000
103,371000
84,318000
104,370000
104,340000
104,325000
84,280000
92,340000
93,420000
93,410000
93,408000
93,423000
93,403000
93,448000
121,440000
122,410000
122,423000
122,450000
110,438000
122,483000
118,423000
119,477000
123,492000
121,470000
123,450000
110,405000
110,385000
110,405000
111,382000
110,375000
110,483500
110,526000
110,440000
110,500000
110,465000
110,480000
112,440000
110,410000
146,683888
142,760000
143,630000
142,730000
143,600000
142,670000
146,580000
130,568000
104,620088
146,938000
146,1058000
41,210000
66,370000
74,348000
58,337000
60,390000
59,425000
59,450000
70,500000
60,428000
82,653000
82,435000
82,435000
87,508000
111,508000
106,1010888
107,1080000
107,1032000
46,235000
68,317000
69,280000
67,255000
68,265000
74,275000
68,260000
73,268000
73,268000
112,318000
101,338000
104,350000
104,335000
105,388000
104,312000
104,355000
102,345000
101,350000
90,308000
90,310000
104,300000
106,315000
85,313000
104,360000
90,297000
91,315000
104,310000
109,358000
105,355000
108,365000
113,420000
105,365000
100,400000
100,339000
101,375000
101,325000
101,363000
103,328000
91,290000
99,310000
106,300000
122,360000
120,415000
121,410000
119,370000
137,411000
110,405000
124,385000
110,350000
110,365000
110,361000
124,425000
122,438888
126,480000
122,383888
122,400000
122,420000
124,460000
122,415000
110,372000
127,525000
127,545000
126,415000
131,420000
133,405000
125,370000
134,490000
123,572000
119,330000
119,308000
147,539980
142,465000
144,544000
125,495000
142,585000
151,558000
143,450000
145,580000
140,576000
146,515000
154,550000
146,515000
50,332000
75,510000
67,279000
67,320000
67,285000
67,342000
67,320000
67,342000
67,360000
68,262000
68,280000
67,260000
82,335000
67,295000
67,282000
99,669000
92,680000
100,685000
92,710000
92,525000
90,680000
91,470000
91,690000
91,508000
91,500000
92,460000
104,450000
91,419000
91,420000
92,392000
137,643000
118,750000
117,825000
117,688000
119,728000
119,650000
117,605000
119,700000
119,523000
162,820000
150,815000
146,860000
45,233000
45,200000
42,195000
60,280000
68,383000
60,250000
61,240000
66,292000
61,220000
56,228000
60,215000
58,250000
59,263000
60,435000
65,310000
76,355000
64,288000
64,305000
107,525000
112,778000
85,656000
112,580000
91,395000
95,749000
105,558000
91,480000
104,475000
90,390000
84,395000
84,360000
84,350000
83,387000
84,365000
84,425000
84,365000
121,560000
127,632800
137,915000
117,530000
110,800000
118,640000
113,828000
122,480000
122,540000
147,886000
151,850000
68,322000
67,240000
66,336000
80,328888
88,310000
74,288000
67,280000
60,270000
64,260000
74,326000
64,272800
60,230000
64,260000
70,280000
64,333000
74,305000
74,305000
85,325000
93,400000
93,450000
110,403000
91,357000
104,520000
103,423000
91,395000
108,420000
105,362000
84,331000
84,378000
93,298800
104,438000
104,388000
103,410000
105,382000
84,300000
84,325000
105,390000
104,352000
104,360000
84,325000
100,390000
110,480000
101,465000
100,390000
103,375000
103,380000
104,390000
104,370000
103,350000
101,345000
100,320000
102,430000
100,337000
108,428000
113,435000
103,392000
113,440000
110,450000
120,385000
125,435000
134,565000
135,550000
125,585000
121,550000
132,610000
123,570000
122,568000
123,499000
120,430000
116,420000
116,693888
142,816800
117,469888
120,480000
116,450000
120,475000
131,505000
122,575000
150,675000
146,705000
147,698000
140,580000
139,655000
154,830000
145,730000
150,580000
148,630000
146,700000
147,649000
138,833000
148,908000
141,797000
154,715000
143,630000
143,645000
143,610000
151,648888
43,245000
44,265000
67,240000
82,315000
67,275000
67,276000
67,285000
68,260000
67,278000
68,274000
68,230000
72,318000
92,405000
104,435000
104,443888
105,447000
103,385000
97,368000
97,295000
87,480000
90,365000
100,526000
120,620000
120,460000
123,640000
123,530000
122,500000
121,430000
132,518000
121,500000
118,515000
110,452500
123,645000
123,628000
120,609000
143,745000
144,738000
144,758000
140,865000
47,205000
46,230000
68,220000
59,190000
68,210000
68,290000
59,235000
68,300000
59,215000
68,292000
65,208000
65,230000
65,220000
65,215000
65,235000
65,200000
65,205000
65,220000
67,218800
67,200000
76,263000
67,250000
67,288000
82,297000
64,252000
74,305000
67,285000
74,323000
67,248000
73,240000
73,230000
73,240000
73,267000
67,348000
69,220000
61,190000
61,205000
93,428000
103,330000
103,317000
103,300000
103,315000
104,310000
103,310000
104,325000
111,310000
93,415000
93,428000
91,325000
91,382000
106,305000
103,340000
103,368000
108,315000
103,320000
84,300000
103,355000
105,435000
99,330000
93,335000
101,365000
100,410000
85,400000
91,403000
87,345000
94,402000
91,430000
91,415000
92,338000
93,432000
92,380000
91,400000
92,388000
91,320000
90,396000
91,350000
106,325888
103,325000
104,365000
104,307000
104,315000
108,305000
104,313000
106,350000
105,295000
104,296000
104,305000
103,310000
105,306000
113,333000
105,320000
105,300000
113,348000
103,302000
94,410000
113,360000
108,350000
93,458028
102,383000
93,375000
90,350000
120,400000
134,430000
111,370000
121,395000
125,508000
112,398000
113,360888
115,375000
111,360000
121,440000
133,428000
139,425000
134,364000
118,472888
115,600000
111,465000
111,458000
111,400888
110,450000
111,448000
110,462000
111,523888
110,400000
110,425000
110,452000
111,570000
110,425000
110,400000
110,385000
110,490000
110,488000
110,455000
110,471000
111,433000
110,442000
122,400000
123,425000
123,430000
125,390000
122,360000
126,357000
127,386000
123,391000
127,439000
127,345000
112,465000
114,410000
110,483000
121,365000
120,450000
134,593888
126,435000
159,550000
150,530000
132,545000
130,510000
130,528888
144,560000
148,500000
148,550000
147,480000
68,342000
78,380000
63,293000
68,310000
69,480000
71,368000
63,290000
68,358000
62,425000
62,480000
76,350000
65,278000
56,212000
56,205000
56,208000
56,205000
77,320000
75,298000
103,535000
59,235000
59,293000
59,270000
67,350000
75,320888
65,366800
66,260000
65,238000
65,220000
89,737500
89,582000
94,850000
102,590000
90,700000
92,440000
90,488000
94,440000
94,435000
94,430000
103,420000
85,471000
75,450000
82,382000
103,630000
90,650000
90,695000
90,710000
101,533000
91,420000
103,487500
108,515000
119,1120000
114,580000
110,815000
138,681800
121,645000
110,850000
123,860000
122,815000
132,608000
135,676000
133,650800
146,950000
148,720000
144,766000
65,309000
65,473000
76,408000
65,410000
65,370000
76,433000
88,575000
88,518000
82,525000
82,550000
126,800000
126,780000
121,925888
120,950000
120,885000
66,220000
104,385000
104,418000
107,390000
105,430000
103,423000
103,440000
105,435000
93,400000
106,435000
103,410000
105,390000
105,415000
123,460000
106,385000
104,380000
103,380000
105,360000
106,380000
109,420000
109,400000
108,430000
104,390000
105,370000
129,538000
122,440000
127,445000
122,482888
120,540800
126,435000
126,442000
139,508000
122,462000
139,476000
126,470000
123,465000
128,565000
129,558000
133,528000
126,466000
127,486000
127,442500
125,490000
125,495000
128,455000
124,440000
150,728000
154,670000
149,639000
142,618000
144,658000
146,670000
145,805000
146,675000
147,770000
142,588000
148,585000
146,545000
146,550000
144,590000
150,570000
145,765000
144,755000
143,710000
147,515000
47,260000
46,250000
46,260000
46,265000
69,350000
67,360000
67,370000
67,366000
70,345000
67,385000
73,328000
69,370000
67,295000
67,358000
67,342000
67,370000
91,350000
92,448000
92,373000
95,370000
93,500888
93,380000
91,420000
94,460888
94,425888
94,430000
93,370000
94,455000
93,478000
93,450000
93,380000
93,448888
93,430000
93,431000
93,443000
93,422000
95,392000
93,440000
93,410000
93,442000
93,459888
92,400000
92,320000
96,505000
93,466888
93,528000
96,478000
93,410000
92,425000
92,388000
90,368000
90,362000
92,395000
90,355000
97,473000
97,460000
93,420000
93,370000
92,420000
99,530000
93,505000
93,450000
93,536888
93,489000
96,540000
94,484000
92,446000
92,472000
98,523000
92,487888
94,555000
92,468000
95,495000
92,418000
92,430000
92,448000
96,440000
94,523888
93,502000
92,450000
96,460000
93,478000
92,480000
92,475000
92,450000
90,370000
93,420000
93,433888
92,390000
93,530000
92,481000
93,530000
92,468000
92,465000
93,538000
93,455000
93,490000
92,518000
93,458000
93,490000
93,480000
110,460000
111,382000
111,385000
110,440000
110,445000
111,395000
110,425000
111,375000
110,385000
110,395000
110,430000
110,438888
110,410000
110,445000
110,415000
114,453000
110,428000
110,430000
112,403000
110,473000
110,420000
116,645000
110,468000
113,480000
110,405000
110,392000
110,406000
112,620000
114,585000
112,660000
113,600000
113,595000
113,620000
128,540000
130,500000
128,545000
128,570000
46,198000
55,246000
67,330000
60,278000
70,468000
73,370000
65,315000
65,315000
65,319000
65,470000
65,360000
67,405000
65,328000
65,418000
65,457000
65,373000
59,325000
65,340000
65,340000
67,660000
65,388000
67,550000
66,280000
72,360000
66,290000
87,888000
70,540000
69,562000
60,528000
106,745000
93,760000
88,785000
92,638000
95,738000
92,603888
88,430000
92,635000
95,788000
86,500000
92,720000
88,556000
108,585000
84,435000
84,430000
94,658000
93,640000
95,645000
95,675000
90,730000
85,628000
95,668000
90,718000
85,685000
90,780000
85,725000
111,788000
111,760000
124,906888
124,975000
120,730000
124,1020000
117,700000
144,636000
110,818888
118,953000
95,335000
102,325000
95,350000
102,333888
93,375000
90,328000
85,312000
94,335000
90,338000
101,342000
90,320000
92,312000
100,332000
90,305000
85,360000
91,343000
94,335000
100,345000
101,320000
90,335000
86,290000
100,340000
100,375000
91,345000
85,352888
90,342000
110,460888
111,378000
110,400000
110,372500
110,400000
110,387000
110,400000
121,448000
113,455000
110,428000
111,351000
121,380000
120,420000
110,390000
121,450000
121,350000
110,395000
110,430000
111,400000
131,510000
131,495000
141,535000
142,590000
140,540000
130,488000
45,240000
47,230000
47,235000
47,196000
47,225000
47,260000
46,225000
83,333000
67,360000
67,340000
67,326000
67,330000
67,298000
67,346000
67,348888
90,360000
88,370000
90,345000
85,356000
85,338000
95,388000
92,390008
90,330000
92,420000
92,570000
92,519000
92,470000
90,345000
89,353000
90,365000
95,440000
100,460000
90,350000
97,460000
93,445000
95,455000
92,425000
93,438000
98,410000
90,540888
90,460000
90,480000
92,520000
90,566000
92,503000
92,518000
90,487000
85,412000
92,328000
90,418000
94,360000
101,400000
101,408000
92,390000
92,418000
92,400000
92,440888
92,450800
92,410000
92,425000
94,343000
95,350000
94,480000
96,413000
94,395000
90,340000
94,398000
93,415000
90,375000
93,430000
93,380000
93,370000
93,365000
93,425000
90,388000
93,378000
93,373000
93,357000
93,362000
93,385000
93,365000
93,380000
93,393000
93,380000
91,350000
100,355000
96,325000
100,363000
97,367500
92,335000
100,355000
100,360000
100,375000
104,415000
93,515000
90,445000
93,500000
93,515000
90,358000
93,425000
93,455000
92,423000
93,438000
92,430488.88
93,450000
93,460000
93,418000
93,407000
93,430000
111,425000
110,458000
110,450000
110,418000
110,428000
110,380000
110,425000
112,400000
110,410888
112,360000
110,390000
110,430000
111,560000
110,503000
110,500000
110,390000
110,398000
116,455000
110,480000
114,450000
110,500000
110,505000
114,420000
111,426000
112,445000
114,410000
112,570000
112,510000
115,589000
112,555000
112,516000
112,535000
115,500000
112,397000
110,410000
110,408000
111,425000
115,430000
120,420000
120,433000
110,410000
115,415000
121,420000
122,458888
120,445000
110,448000
109,375000
110,498000
110,465000
110,525000
110,480000
110,540000
113,555000
113,568000
130,563000
130,555888
125,518000
130,600000
144,617000
130,515000
131,550000
131,570000
134,540000
135,618000
129,488000
142,618000
140,588000
144,583000
64,335000
64,305000
60,263000
60,370000
60,300000
67,301000
71,305000
72,255000
98,478000
105,652888
91,465000
84,415000
84,425000
84,525000
104,610000
94,481000
91,480000
88,500000
89,520000
83,295000
99,350000
93,338800
103,420000
107,395000
100,365000
110,390000
104,391000
125,650000
121,398000
122,528000
120,525000
120,476000
127,488000
124,486000
146,890000
140,960000
147,685000
147,655000
145,738000
145,656888
46,278000
46,270000
45,261000
67,390000
75,318000
78,358000
74,370000
68,360000
67,318000
74,360000
74,325000
75,338000
73,312000
73,335000
71,338000
73,315000
73,340000
73,355000
60,304000
74,348000
74,350000
74,310000
74,325000
74,338000
74,328000
73,326000
73,280000
73,352000
74,335000
83,348000
74,305000
74,360000
74,340000
74,348888
104,465000
104,436000
104,500000
105,500000
104,460000
105,428000
100,460000
106,525000
104,508000
104,427000
92,418000
103,440000
105,390000
104,433000
108,480000
108,409000
111,408000
107,413888
109,390000
104,430000
107,413000
108,370000
107,380000
100,410000
100,395000
100,435000
104,455000
89,428000
84,380000
84,355000
106,390000
105,415000
84,390000
105,428000
106,425000
104,385000
100,460000
103,443000
99,420000
103,422800
103,475000
107,470000
106,478000
84,385000
104,515000
104,430000
104,425000
110,838000
107,710000
122,500000
123,560000
122,565000
128,590000
122,522000
122,540000
122,538000
128,522000
114,750000
109,810000
125,615000
130,492888
133,450000
121,536000
121,553000
121,550000
127,530000
126,550000
125,550000
124,515000
128,557500
120,450000
124,435000
138,550000
124,488000
130,539000
122,525000
120,495000
120,510000
122,535000
122,530000
124,655000
122,485000
127,570000
121,483000
146,800000
142,648000
137,707000
146,618000
146,618000
162,780000
147,660000
151,628000
147,671000
141,620000
141,658000
146,648000
149,705000
146,725000
154,772000
166,828000
43,183000
43,204000
66,212000
66,228000
66,200000
75,328000
65,308888
67,263000
65,290000
67,335000
65,283000
65,260000
65,270000
65,280000
68,290000
67,245000
68,211000
68,260000
67,210000
67,290000
66,220000
65,240000
65,230000
74,390000
67,293000
67,295000
67,288000
67,303000
65,318000
65,280000
101,770000
106,595000
103,570000
91,790000
86,688000
91,710000
90,610000
90,605000
91,680000
104,653000
82,352000
82,308000
76,639888
91,780000
91,765000
91,780000
76,660000
76,660000
91,740000
92,738000
132,585000
119,555000
124,720000
117,905888
117,1160888
110,820500
110,890000
110,828000
114,985000
110,950000
122,900000
121,900000
121,808888
120,748000
117,808000
120,800000
126,625000
143,716000
146,826000
65,213000
68,230000
67,218000
82,245000
65,230000
67,280000
69,257000
67,300000
67,282000
67,335000
67,340000
67,330000
67,322000
67,324000
68,254000
73,288000
73,279380
73,255000
98,273000
88,245000
93,345000
93,378888
111,350000
92,410000
89,295000
83,305888
106,348000
96,345000
100,330000
101,375000
90,290000
101,355000
102,300000
103,310000
102,318000
105,330000
104,300000
86,318000
86,306000
86,332000
102,310000
102,330000
100,340000
99,332000
92,395000
100,315000
92,410000
92,400000
92,450000
92,428000
100,385000
92,442000
92,420000
99,313000
95,470000
92,420000
95,435000
102,332000
100,305000
103,320000
100,319000
92,285000
105,323000
100,315000
94,355000
90,338000
90,325000
90,346000
101,300000
100,280000
101,315000
94,312000
97,300000
103,350000
98,360000
92,332500
91,320000
91,325000
91,310000
91,325000
93,330000
104,340000
84,288000
103,335000
84,278000
107,323000
84,270000
104,310000
126,330000
126,345000
124,465000
120,438000
112,464000
112,485000
112,475000
112,483000
120,399888
124,375000
121,398000
121,400000
122,380000
111,420000
122,388000
122,416888
126,425000
128,500000
127,428000
126,455000
120,417000
115,399000
111,415000
110,390000
118,410000
122,390000
119,460000
118,408000
115,375000
120,383000
120,368000
121,368000
120,395000
121,428000
123,385000
120,380888
114,402000
122,405000
110,382000
110,350000
110,363000
121,390000
121,428000
132,425000
128,355000
128,435000
122,365000
176,620000
174,680000
147,630000
141,615000
140,648000
143,520000
144,560000
145,578000
143,560000
161,680000
162,675000
163,640000
177,670000
146,555000
161,610000
192,780000
151,533000
48,230000
65,238000
74,278000
64,265000
68,248000
68,243000
68,240000
82,270000
82,305000
68,247000
68,217000
74,240000
73,255000
73,263000
73,280000
67,265000
68,230000
74,230000
67,238000
74,240000
67,240000
68,270000
74,262000
68,250000
74,260000
74,341888
68,272000
67,251000
68,233000
67,295000
67,285000
67,255000
67,240000
67,306000
67,265000
68,283000
67,255000
67,275000
67,275000
73,300000
64,230000
74,275000
67,308000
73,263000
73,260000
64,235000
64,250000
64,255000
64,245000
64,260000
64,275000
64,264000
108,318000
92,370000
92,390000
104,338000
92,400000
104,333000
92,390000
89,310000
84,310000
104,372000
84,318000
84,318000
83,300000
84,288000
104,350000
104,418000
93,310000
104,340000
104,285000
84,300000
84,301000
84,300000
108,350000
104,320000
104,345000
92,380000
91,325000
109,428000
83,265000
104,320000
93,385000
97,430000
91,330000
105,338000
108,318000
92,375000
103,360000
97,418000
92,392888
105,390000
104,332800
98,350000
93,320000
91,348000
104,330000
104,300000
96,315000
84,320000
93,390000
93,375000
93,378000
93,400000
93,380000
93,405000
93,386000
104,352000
104,365000
84,305000
83,347000
84,283000
88,335000
91,356000
91,400000
104,373000
104,440000
104,405000
105,375000
84,336000
121,425000
120,443000
132,455000
121,398000
122,460000
141,540000
110,370000
125,460000
121,395000
126,410000
121,438000
122,340088
122,388000
131,400000
122,398000
121,500000
133,475000
121,515000
146,570000
164,720000
146,530000
142,550000
142,580000
171,778000
67,258000
68,306888
70,460000
67,290000
68,275000
68,258000
67,260000
67,298000
68,275000
68,250000
68,205000
68,275000
89,380000
67,280000
88,355000
67,278000
67,250000
67,263000
81,315000
82,355000
67,270000
68,252000
82,328000
60,273000
74,250000
68,248000
68,255000
60,293000
75,320000
68,235000
67,290000
68,275000
68,280000
67,260000
68,310000
68,250000
68,275000
67,292000
82,310000
82,340000
68,270000
68,290000
68,252000
68,310000
67,285000
97,450000
97,422000
112,480000
92,445000
92,361000
92,420000
92,435000
93,400000
92,440000
92,445000
92,363000
92,355000
92,352000
91,390000
99,420000
93,390000
93,390000
92,400000
93,411888
92,411888
91,595000
91,740000
91,750000
91,663000
91,770188
121,950000
123,605000
120,471000
119,632000
136,625000
117,652000
110,750000
110,699888
112,820000
117,710000
112,820000
156,815000
45,225000
67,299000
67,275000
67,280000
67,295000
67,290000
59,240000
59,255000
73,303000
73,358000
68,342000
67,275000
60,286700
68,283300
67,276000
59,230000
59,230000
59,245000
68,275000
68,288000
68,270000
69,278000
59,238000
68,295000
69,345000
68,300000
67,277000
67,270000
70,318000
63,296000
67,270000
68,305000
68,310000
64,290000
68,290000
67,286000
81,300000
59,255000
65,280000
67,318000
67,310000
82,365000
75,280000
79,305000
65,250000
68,285000
68,290000
65,292000
60,285000
68,378000
92,430000
92,448888
92,370000
92,420000
91,357000
92,420000
92,580000
83,365000
95,340000
92,405000
91,383000
93,390000
98,380000
103,432000
84,381000
84,360000
105,522000
105,560000
105,535000
105,540000
105,480000
104,518000
84,300000
82,362000
90,353000
84,302888
84,373000
91,340000
91,400000
108,500000
127,603000
132,630000
123,520000
121,540000
123,455000
121,488000
137,643000
121,590000
139,685000
115,578000
115,600000
115,518000
118,600000
117,550000
121,480000
124,585000
127,580000
121,650000
130,678000
151,700000
150,875000
65,340000
67,410000
67,355000
68,239000
84,455000
103,530888
89,480000
84,550000
84,470000
89,548000
105,668000
88,520000
116,655000
114,738000
112,575000
105,558000
95,735000
95,830000
104,570000
95,810000
104,580000
105,575000
84,483000
133,735000
121,730000
122,725000
121,728000
122,630000
121,760000
121,778000
132,850000
121,818000
120,1080000
120,990000
120,1000000
121,750000
121,711000
121,708000
120,730000
120,718000
120,750000
125,720000
136,515000
142,900000
146,875000
146,890000
67,260000
64,258000
73,265000
73,272500
69,240000
73,263000
73,282000
69,288000
73,278000
74,270000
67,290000
74,247000
74,256000
73,268000
73,247000
69,265000
67,242000
68,273000
65,257000
68,245000
68,260000
64,240000
64,255000
73,273000
73,262000
73,315000
69,265000
73,285000
60,210000
68,239000
68,243000
73,245000
59,249000
73,262000
90,555000
96,375000
104,460000
102,420000
103,368000
103,350000
93,295000
103,366800
93,400000
96,385000
96,380000
104,455000
103,385000
103,365000
103,415000
102,400000
92,383000
93,345000
104,375000
90,320000
94,362000
94,315000
98,380000
104,365000
93,330000
84,325000
84,312000
103,366000
89,330000
103,350000
92,410000
92,420000
92,438000
90,443000
90,423288
103,410000
107,376888
104,325000
104,385000
103,380000
110,710000
126,470000
122,378000
122,390000
122,475000
118,530000
118,598000
118,520000
118,517000
134,560000
132,560000
132,491000
132,531000
145,645000
147,720000
141,610000
150,615779.75
146,520000
148,535000
54,228000
65,310000
65,340000
65,338000
72,430000
69,548000
64,373000
63,285000
63,240000
67,320000
70,295000
60,320000
60,498000
53,268000
59,310000
67,365000
65,280000
76,320000
66,300000
65,275000
65,301888
88,410000
67,358000
67,280000
59,245000
60,260000
88,565000
91,680000
100,758000
100,830000
93,1018000
100,815000
104,535000
104,530000
103,478000
90,720000
94,808000
106,655000
106,580000
90,730000
92,738888
90,725000
85,538000
90,716888
100,616000
93,820888
93,765000
101,760000
84,505000
100,702888
85,613888
100,750000
100,810000
82,400000
101,520000
98,468000
91,408000
90,626000
95,715000
82,400000
115,806000
114,560000
110,880000
110,845000
110,885000
119,640000
110,773000
126,870000
126,838000
115,813000
115,832000
118,728000
123,830000
110,740000
110,730000
112,650000
47,230000
73,269000
73,288000
73,255000
108,375000
99,396000
101,352000
104,365000
88,313000
100,455000
102,340000
101,345000
104,315000
100,355000
91,550000
91,510000
101,490000
103,380000
104,310000
104,343000
91,310000
91,330000
93,400000
93,450000
91,435000
99,455000
93,416000
93,403000
93,393000
91,332000
90,330000
93,387000
93,430800
110,480000
122,410000
110,445000
120,408000
128,424888
122,427000
121,388000
121,575000
121,570000
122,620000
130,450000
120,555000
123,410000
121,420000
121,520000
111,568888
113,645888
110,588000
121,642000
122,435000
110,390000
110,380000
110,365000
110,365000
110,440000
146,720000
142,500000
142,430000
142,655000
140,660000
141,600000
142,680000
130,566000
76,380000
73,450000
130,755000
145,985000
53,220000
67,388000
56,390000
68,460000
93,960000
96,978000
83,646000
83,600000
107,1100000
106,970000
67,318888
74,275001
74,260000
73,273000
115,385000
104,375000
106,310000
104,340000
103,312000
104,335000
104,348000
104,345000
104,325000
91,308000
92,380000
101,300000
102,310000
90,320000
90,325000
91,305000
106,348000
103,353000
104,350000
104,345000
104,320000
106,312000
104,370000
90,301800
108,332000
106,322000
92,393888
92,410000
105,318000
104,303000
107,325000
109,335000
107,360000
107,356888
100,388000
108,352000
101,340000
93,295000
106,320000
106,306000
124,411000
133,460000
120,380000
122,450000
110,375000
110,358000
110,378000
110,371000
125,388000
110,327000
110,340000
110,365000
110,355000
110,365000
110,400000
110,353000
127,395000
127,408000
131,422000
121,417000
137,425000
132,399000
134,435000
134,470000
122,395000
119,390000
121,410000
142,455000
139,547000
142,478000
146,550000
143,603888
143,620000
146,555000
147,588000
140,588000
146,480000
146,535000
49,380000
70,480000
81,400000
61,380000
81,360000
67,338888
82,390000
67,330000
82,424777
67,375000
67,320000
68,335000
67,290000
67,298000
67,304000
67,295000
67,282000
77,291500
67,250000
74,318000
67,253000
68,285000
67,262000
67,230000
67,275000
67,256500
67,258000
67,285000
67,270000
100,610000
100,750000
100,718000
100,698888
99,688000
92,370000
91,450000
104,620000
91,418000
91,400000
119,587425
119,590000
121,600000
119,520000
119,568000
118,628000
118,606000
148,755000
151,885000
45,210000
47,160000
67,288000
67,310000
60.3,230000
68,366888
59,375000
56,200000
56,240000
60,227000
56,210000
52,230000
59,288000
59,265000
59,255000
75,425000
65,320000
65,300000
58,250000
68,310000
64,270000
64,310000
102,725000
102,680000
85,650000
90,650000
92,465000
93,728000
95,632000
92,490000
93,685000
91,348888
102,730000
91,428000
84,346000
84,360000
84,360000
84,340000
83,391000
130,573888
126,690000
120,860000
120,900000
139,908000
120,683888
122,520000
122,500000
68,338000
81,292000
67,250000
67,283000
67,278000
67,255000
67,290000
67,298000
73,268000
67,285000
67,283000
67,295000
67,302000
72,290000
74,297000
74,320000
60,240000
64,280000
64,255000
64,262000
67,275000
67,270000
74,260000
74,282000
90,345000
93,405000
93,420000
93,455000
93,440000
93,350000
103,442000
104,415000
98,348888
93,353000
98,388000
92,305000
104,415000
101,370000
104,390000
93,380000
104,368000
92,338000
105,380000
105,475000
84,375000
91,330000
93,320000
89,335000
105,355000
103,385000
84,360000
107,388888
84,326888
105,399000
104,423000
100,405000
100,525000
102,426000
109,410000
108,398000
103,415000
103,375000
100,320000
90,409000
90,360000
101,405000
110,390000
110,410000
110,426000
133,660000
126,430000
123,415000
127,530000
125,466000
123,425000
122,520000
120,438000
121,495000
116,470000
117,590000
123,548000
118,450000
120,492000
121,492000
125,600000
116,410000
123,450000
148,760000
148,668000
154,602888
154,720000
145,723888
148,799000
155,650000
154,665000
148,668000
137,545000
137,620000
137,615000
137,630000
138,808000
158,768000
143,748000
143,668000
141,700000
137,628000
137,628000
141,580000
146,816000
146,655000
47,220000
68,280000
67,305888
67,285000
84,300000
68,265000
68,278000
67,270000
71,270000
67,298000
64,345000
72,327000
67,215000
74,256000
72,370000
68,243000
72,340000
103,490000
98,420000
99,370000
94,370000
104,395000
104,373000
103,320000
105,433000
83,308000
87,468000
90,432000
91,440000
100,495000
101,445000
90,445000
101,430000
131,505000
123,695000
122,560000
120,500000
121,425000
121,420000
121,435000
121,439999
104,335000
118,533000
121,600000
120,620000
123,635888
123,634800
148,600000
147,495000
144,695000
59,180000
59,195000
59,195000
59,210000
68,220000
59,190000
65,237000
75,200000
65,208800
65,240000
65,245000
67,195000
67,265000
73,266000
64,230000
73,290000
67,270000
67,260000
89,310000
67,270000
67,280000
67,290000
67,260000
71,250000
73,247000
73,278000
67,325500
67,225000
92,403000
92,415000
92,438000
93,396000
93,393000
93,420000
113,403000
103,315000
92,360000
104,301888
103,320000
119,360000
111,300000
85,315000
90,300000
94,465000
95,375000
97,430000
94,340000
90,318000
92,366000
93,280000
102,365000
98,316888
104,308000
103,327000
106,300000
103,360000
103,290000
95,349500
103,425000
107,440000
95,350000
85,366000
90,352000
94,395000
90,323000
91,435000
91,426000
92,343000
85,376000
92,325000
94,422000
94,390000
91,400000
91,370000
90,415000
91,370000
112,368000
103,357000
111,305000
105,344888
106,348000
106,295000
107,320000
108,290000
107,330000
103,312000
104,321000
103,310000
93,351000
96,340000
94,460000
94,422000
108,370000
106,315000
90,325000
90,330000
121,430000
110,408000
111,385000
111,375000
111,368000
111,360800
115,538000
118,535000
112,360000
112,381800
111,365000
111,365000
111,360000
133,430000
110,466000
110,425000
111,411000
110,453000
110,430000
110,395000
110,420000
110,438000
112,480000
110,412000
110,395000
115,482888
126,360000
122,382000
125,385000
132,392500
110,455000
110,472000
110,468000
114,448000
110,463000
112,498000
114,461000
122,492000
140,557500
134,545000
126,430888
126,420000
148,505000
150,515000
150,615888
132,555000
130,515000
130,625000
130,535000
130,510000
130,565000
130,620000
143,478000
144,520000
146,480000
66,200000
60,357000
62,488000
65,260000
65,265000
76,350000
237,1185000
56,223000
53,220000
56,225000
65,308000
65,310000
65,305000
75,403000
59,263888
59,218000
64,356000
68,340000
67,290000
67,340000
59,260000
66,278000
75,310000
66,300000
65,210000
68,336000
68,310000
68,316000
89,555000
91,435000
102,495000
85,455000
95,690000
89,450000
95,680000
82,435000
103,580000
105,568000
90,575000
90,600000
91,390000
91,398000
107,970000
107,968888
109,1028000
135,645000
132,612000
76,435000
76,475000
76,502000
65,380000
65,355000
88,506000
88,485000
122,890000
120,940888
117,920000
120,810000
121,820000
117,650000
104,402000
112,461000
104,383000
106,411000
104,401500
106,425000
114,485888
113,405000
106,420000
103,370000
105,403000
105,390000
108,388000
107,420000
107,395000
104,391500
104,355000
104,420000
105,376000
104,390000
108,442000
105,420000
104,390000
123,455000
129,483000
122,450000
123,555300
126,420000
129,477000
134,435000
128,420000
120,460000
135,470000
123,468000
122,435000
124,568000
128,460000
125,500000
126,480000
125,510000
127,460000
125,515000
128,485000
126,500000
149,648000
149,628000
148,735000
145,803000
146,620000
146,638000
150,575000
146,605000
148,645000
146,705000
155,680000
152,618000
149,560000
144,530000
152,599999
145,580000
147,699000
148,705000
143,615000
148,625000
149,695000
146,760000
145,625000
46,245000
70,342000
70,367000
70,316000
69,345000
70,358000
69,360888
67,325000
70,345000
67,368888
67,369000
67,330000
85,370000
92,395000
92,426000
92,432888
94,460000
95,330000
95,385000
91,400000
94,440000
95,400000
93,489000
94,450000
93,433888
93,445000
93,422000
95,475000
93,428888
93,460000
95,475000
93,420000
93,433000
92,360000
92,388000
